studieprogramkode;studieprogramnavn;arstall_kull;terminkode_kull;arstall_und;terminkode_und;arstall_eks;terminkode_eks;studentnr;karakter;vurdresstatnavn
BFILMPROD;Filmvitenskap og medieproduksjon - bachelorstudium;2009;HØST;2011;VÅR;2011;VÅR;716502;E;Bestått
BIT;Informatikk - bachelorstudium;2006;HØST;2008;VÅR;2008;VÅR;690391;D;Bestått
BIT;Informatikk - bachelorstudium;2006;HØST;2008;VÅR;2008;VÅR;681040;C;Bestått
BIT;Informatikk - bachelorstudium;2006;HØST;2010;SOM;2010;SOM;690376;C;Bestått
BIT;Informatikk - bachelorstudium;2007;HØST;2008;VÅR;2008;VÅR;698832;;Ikke møtt
BIT;Informatikk - bachelorstudium;2007;HØST;2012;VÅR;2012;VÅR;698824;C;Bestått
BIT;Informatikk - bachelorstudium;2007;HØST;2013;VÅR;2013;VÅR;698867;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2007;HØST;2008;VÅR;2008;VÅR;691573;E;Bestått
BIT;Informatikk - bachelorstudium;2007;HØST;2008;VÅR;2008;VÅR;698829;C;Bestått
BIT;Informatikk - bachelorstudium;2007;HØST;2008;VÅR;2008;VÅR;692558;;Ikke møtt
BIT;Informatikk - bachelorstudium;2007;HØST;2010;VÅR;2010;VÅR;698856;;Ikke møtt
BIT;Informatikk - bachelorstudium;2007;HØST;2008;VÅR;2008;VÅR;698861;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2008;HØST;2012;VÅR;2012;VÅR;699098;D;Bestått
BIT;Informatikk - bachelorstudium;2008;HØST;2009;VÅR;2009;VÅR;705342;;Ikke møtt
BIT;Informatikk - bachelorstudium;2008;HØST;2013;HØST;2013;HØST;705362;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2008;HØST;2010;VÅR;2010;VÅR;80249;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2008;HØST;2009;VÅR;2009;VÅR;705347;;Ikke møtt
BIT;Informatikk - bachelorstudium;2008;HØST;2010;VÅR;2010;VÅR;705349;D;Bestått
BIT;Informatikk - bachelorstudium;2008;HØST;2012;VÅR;2012;VÅR;697147;;Manglende øvinger
BIT;Informatikk - bachelorstudium;2008;HØST;2012;VÅR;2012;VÅR;705339;C;Bestått
BIT;Informatikk - bachelorstudium;2008;HØST;2009;VÅR;2009;VÅR;701643;C;Bestått
BIT;Informatikk - bachelorstudium;2008;HØST;2012;VÅR;2012;VÅR;701566;B;Bestått
BIT;Informatikk - bachelorstudium;2008;HØST;2011;VÅR;2011;VÅR;705359;E;Bestått
BIT;Informatikk - bachelorstudium;2009;HØST;2010;VÅR;2010;VÅR;683569;;Ikke møtt
BIT;Informatikk - bachelorstudium;2009;HØST;2010;VÅR;2010;VÅR;713745;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2009;HØST;2012;VÅR;2012;VÅR;713713;E;Bestått
BIT;Informatikk - bachelorstudium;2009;HØST;2009;VÅR;2009;VÅR;705400;A;Bestått
BIT;Informatikk - bachelorstudium;2009;HØST;2010;VÅR;2010;VÅR;713715;D;Bestått
BIT;Informatikk - bachelorstudium;2009;HØST;2010;VÅR;2010;VÅR;713689;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2009;HØST;2010;VÅR;2010;VÅR;711357;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2009;HØST;2010;VÅR;2010;VÅR;713750;E;Bestått
BIT;Informatikk - bachelorstudium;2009;HØST;2012;VÅR;2012;VÅR;712808;D;Bestått
BIT;Informatikk - bachelorstudium;2009;HØST;2014;VÅR;2014;VÅR;713698;;Trekk under eksamen (Avbrutt eksamen)
BIT;Informatikk - bachelorstudium;2009;HØST;2010;VÅR;2010;VÅR;713737;C;Bestått
BIT;Informatikk - bachelorstudium;2009;HØST;2010;VÅR;2010;VÅR;713736;;Ikke møtt
BIT;Informatikk - bachelorstudium;2009;HØST;2012;VÅR;2012;VÅR;713695;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2009;HØST;2010;VÅR;2010;VÅR;453809;;Ikke møtt
BIT;Informatikk - bachelorstudium;2009;HØST;2012;VÅR;2012;VÅR;713718;E;Bestått
BIT;Informatikk - bachelorstudium;2010;HØST;2012;VÅR;2012;VÅR;692937;;Manglende øvinger
BIT;Informatikk - bachelorstudium;2010;HØST;2012;VÅR;2012;VÅR;721908;E;Bestått
BIT;Informatikk - bachelorstudium;2010;HØST;2013;VÅR;2013;VÅR;721944;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2010;HØST;2012;VÅR;2012;VÅR;713275;E;Bestått
BIT;Informatikk - bachelorstudium;2010;HØST;2011;VÅR;2011;VÅR;705738;;Manglende øvinger
BIT;Informatikk - bachelorstudium;2010;HØST;2011;VÅR;2011;VÅR;721931;;Ikke møtt
BIT;Informatikk - bachelorstudium;2010;HØST;2011;VÅR;2011;VÅR;721948;D;Bestått
BIT;Informatikk - bachelorstudium;2010;HØST;2011;VÅR;2011;VÅR;721935;C;Bestått
BIT;Informatikk - bachelorstudium;2010;HØST;2012;VÅR;2012;VÅR;721945;C;Bestått
BIT;Informatikk - bachelorstudium;2010;HØST;2013;VÅR;2013;VÅR;721930;;Manglende øvinger
BIT;Informatikk - bachelorstudium;2010;HØST;2012;VÅR;2012;VÅR;721956;C;Bestått
BIT;Informatikk - bachelorstudium;2010;HØST;2011;VÅR;2011;VÅR;713263;B;Bestått
BIT;Informatikk - bachelorstudium;2010;HØST;2012;VÅR;2012;VÅR;721966;E;Bestått
BIT;Informatikk - bachelorstudium;2010;HØST;2013;VÅR;2013;VÅR;721978;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2010;HØST;2013;VÅR;2013;VÅR;721979;D;Bestått
BIT;Informatikk - bachelorstudium;2010;HØST;2013;VÅR;2013;VÅR;721982;;Trekk under eksamen (Avbrutt eksamen)
BIT;Informatikk - bachelorstudium;2010;HØST;2011;VÅR;2011;VÅR;705809;E;Bestått
BIT;Informatikk - bachelorstudium;2010;HØST;2012;VÅR;2012;VÅR;721955;C;Bestått
BIT;Informatikk - bachelorstudium;2010;HØST;2012;VÅR;2012;VÅR;721919;;Gyldig fravær
BIT;Informatikk - bachelorstudium;2010;HØST;2011;VÅR;2011;VÅR;705409;E;Bestått
BIT;Informatikk - bachelorstudium;2010;HØST;2011;VÅR;2011;VÅR;721946;C;Bestått
BIT;Informatikk - bachelorstudium;2011;HØST;2012;VÅR;2012;VÅR;730527;E;Bestått
BIT;Informatikk - bachelorstudium;2011;HØST;2012;VÅR;2012;VÅR;730501;C;Bestått
BIT;Informatikk - bachelorstudium;2011;HØST;2012;VÅR;2012;VÅR;730503;;Manglende øvinger
BIT;Informatikk - bachelorstudium;2011;HØST;2012;VÅR;2012;VÅR;729803;C;Bestått
BIT;Informatikk - bachelorstudium;2011;HØST;2012;VÅR;2012;VÅR;729021;;Manglende øvinger
BIT;Informatikk - bachelorstudium;2011;HØST;2012;VÅR;2012;VÅR;722046;;Manglende øvinger
BIT;Informatikk - bachelorstudium;2011;HØST;2012;VÅR;2012;VÅR;730489;D;Bestått
BIT;Informatikk - bachelorstudium;2011;HØST;2012;VÅR;2012;VÅR;730514;C;Bestått
BIT;Informatikk - bachelorstudium;2011;HØST;2012;VÅR;2012;VÅR;667708;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2011;HØST;2012;VÅR;2012;VÅR;730540;;Manglende øvinger
BIT;Informatikk - bachelorstudium;2011;HØST;2012;VÅR;2012;VÅR;730546;B;Bestått
BIT;Informatikk - bachelorstudium;2011;HØST;2012;VÅR;2012;VÅR;730509;;Manglende øvinger
BIT;Informatikk - bachelorstudium;2011;HØST;2012;VÅR;2012;VÅR;730543;C;Bestått
BIT;Informatikk - bachelorstudium;2011;HØST;2012;VÅR;2012;VÅR;100875;B;Bestått
BIT;Informatikk - bachelorstudium;2011;HØST;2012;VÅR;2012;VÅR;730551;C;Bestått
BIT;Informatikk - bachelorstudium;2011;HØST;2012;VÅR;2012;VÅR;730529;C;Bestått
BIT;Informatikk - bachelorstudium;2011;HØST;2014;VÅR;2014;VÅR;730552;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2011;HØST;2012;VÅR;2012;VÅR;730555;D;Bestått
BIT;Informatikk - bachelorstudium;2011;HØST;2014;VÅR;2014;VÅR;730497;C;Bestått
BIT;Informatikk - bachelorstudium;2011;HØST;2012;VÅR;2012;VÅR;729665;C;Bestått
BIT;Informatikk - bachelorstudium;2011;HØST;2012;VÅR;2012;VÅR;729804;C;Bestått
BIT;Informatikk - bachelorstudium;2011;HØST;2012;VÅR;2012;VÅR;730541;;Manglende øvinger
BIT;Informatikk - bachelorstudium;2011;HØST;2014;VÅR;2014;VÅR;728959;E;Bestått
BIT;Informatikk - bachelorstudium;2011;HØST;2012;VÅR;2012;VÅR;730542;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2011;HØST;2014;VÅR;2014;VÅR;722357;;Manglende øvinger
BIT;Informatikk - bachelorstudium;2011;HØST;2013;VÅR;2013;VÅR;730517;;Manglende øvinger
BIT;Informatikk - bachelorstudium;2011;HØST;2012;VÅR;2012;VÅR;676861;A;Bestått
BIT;Informatikk - bachelorstudium;2011;HØST;2012;VÅR;2012;VÅR;699124;C;Bestått
BIT;Informatikk - bachelorstudium;2011;HØST;2012;VÅR;2012;VÅR;689384;E;Bestått
BIT;Informatikk - bachelorstudium;2011;HØST;2012;VÅR;2012;VÅR;730548;B;Bestått
BIT;Informatikk - bachelorstudium;2011;HØST;2012;VÅR;2012;VÅR;730495;C;Bestått
BIT;Informatikk - bachelorstudium;2011;HØST;2012;VÅR;2012;VÅR;730556;A;Bestått
BIT;Informatikk - bachelorstudium;2011;HØST;2012;VÅR;2012;VÅR;729551;C;Bestått
BIT;Informatikk - bachelorstudium;2011;HØST;2012;VÅR;2012;VÅR;730557;B;Bestått
