studieprogramkode;studieprogramnavn;arstall_kull;terminkode_kull;arstall_und;terminkode_und;arstall_eks;terminkode_eks;studentnr;karakter;vurdresstatnavn
BFI;Filosofi - bachelorstudium;2013;HØST;2014;VÅR;2014;VÅR;751124;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2011;HØST;2012;VÅR;2012;VÅR;730549;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2012;HØST;2013;VÅR;2013;VÅR;725155;;Ikke møtt
BIT;Informatikk - bachelorstudium;2012;HØST;2013;VÅR;2013;VÅR;739487;D;Bestått
BIT;Informatikk - bachelorstudium;2012;HØST;2013;VÅR;2013;VÅR;739488;;Ikke møtt
BIT;Informatikk - bachelorstudium;2012;HØST;2013;VÅR;2013;VÅR;739423;;Legeattest
BIT;Informatikk - bachelorstudium;2013;HØST;2018;VÅR;2018;VÅR;751340;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2013;HØST;2014;VÅR;2014;VÅR;751358;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2017;VÅR;2017;VÅR;751435;E;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757778;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;755546;;Ikke møtt
BIT;Informatikk - bachelorstudium;2014;HØST;2016;VÅR;2016;VÅR;757736;C;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757682;C;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;755405;E;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757678;B;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757715;E;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757773;D;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;748353;;Ikke møtt
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757763;C;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757750;C;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757699;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757797;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757746;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757747;;Ikke møtt
BIT;Informatikk - bachelorstudium;2015;HØST;2016;VÅR;2016;VÅR;766872;;Ikke møtt
BIT;Informatikk - bachelorstudium;2015;HØST;2016;VÅR;2016;VÅR;765109;B;Bestått
BIT;Informatikk - bachelorstudium;2015;HØST;2015;VÅR;2015;VÅR;748403;D;Bestått
BIT;Informatikk - bachelorstudium;2015;HØST;2016;VÅR;2016;VÅR;756427;E;Bestått
BIT;Informatikk - bachelorstudium;2015;HØST;2016;VÅR;2016;VÅR;756659;E;Bestått
BIT;Informatikk - bachelorstudium;2015;HØST;2014;VÅR;2014;VÅR;751374;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2015;HØST;2019;VÅR;2019;VÅR;721704;;Trekk under eksamen (Avbrutt eksamen)
BIT;Informatikk - bachelorstudium;2015;HØST;2016;VÅR;2016;VÅR;755550;C;Bestått
BIT;Informatikk - bachelorstudium;2015;HØST;2016;VÅR;2016;VÅR;766855;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2015;HØST;2016;VÅR;2016;VÅR;766797;;Legeattest
BIT;Informatikk - bachelorstudium;2015;HØST;2016;VÅR;2016;VÅR;757740;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2015;HØST;2016;VÅR;2016;VÅR;766880;;Trekk under eksamen (Avbrutt eksamen)
BIT;Informatikk - bachelorstudium;2015;HØST;2016;VÅR;2016;VÅR;766843;;Ikke møtt
BIT;Informatikk - bachelorstudium;2015;HØST;2016;VÅR;2016;VÅR;766869;C;Bestått
BIT;Informatikk - bachelorstudium;2015;HØST;2016;VÅR;2016;VÅR;766878;E;Bestått
BIT;Informatikk - bachelorstudium;2015;HØST;2018;VÅR;2018;VÅR;766800;C;Bestått
BIT;Informatikk - bachelorstudium;2015;HØST;2016;VÅR;2016;VÅR;766876;C;Bestått
BIT;Informatikk - bachelorstudium;2015;HØST;2019;VÅR;2019;VÅR;766860;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2015;HØST;2015;VÅR;2015;VÅR;757687;D;Bestått
BIT;Informatikk - bachelorstudium;2015;HØST;2016;VÅR;2016;VÅR;756845;E;Bestått
BIT;Informatikk - bachelorstudium;2015;HØST;2016;VÅR;2016;VÅR;766804;D;Bestått
BIT;Informatikk - bachelorstudium;2015;HØST;2016;VÅR;2016;VÅR;749310;C;Bestått
BIT;Informatikk - bachelorstudium;2015;HØST;2016;VÅR;2016;VÅR;766879;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2015;HØST;2016;VÅR;2016;VÅR;766854;C;Bestått
