studieprogramkode;studieprogramnavn;arstall_kull;terminkode_kull;arstall_und;terminkode_und;arstall_eks;terminkode_eks;studentnr;karakter;vurdresstatnavn
BFI;Filosofi - bachelorstudium;2013;HØST;2014;VÅR;2014;VÅR;751124;F;Ikke bestått
BIDAT;Bachelor i ingeniørfag - data;2017;HØST;2016;VÅR;2016;VÅR;770209;E;Bestått
BIT;Informatikk - bachelorstudium;2011;HØST;2014;VÅR;2014;VÅR;728959;;Ikke møtt
BIT;Informatikk - bachelorstudium;2011;HØST;2012;VÅR;2012;VÅR;730549;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2012;HØST;2013;VÅR;2013;VÅR;718721;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2012;HØST;2015;VÅR;2015;VÅR;730786;C;Bestått
BIT;Informatikk - bachelorstudium;2012;HØST;2013;VÅR;2013;VÅR;739419;;Ikke møtt
BIT;Informatikk - bachelorstudium;2012;HØST;2013;VÅR;2013;VÅR;739449;C;Bestått
BIT;Informatikk - bachelorstudium;2012;HØST;2013;VÅR;2013;VÅR;739472;D;Bestått
BIT;Informatikk - bachelorstudium;2012;HØST;2013;VÅR;2013;VÅR;694574;;Ikke møtt
BIT;Informatikk - bachelorstudium;2012;HØST;2013;VÅR;2013;VÅR;739436;D;Bestått
BIT;Informatikk - bachelorstudium;2013;HØST;2014;VÅR;2014;VÅR;741401;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2013;HØST;2014;VÅR;2014;VÅR;751410;;Ikke møtt
BIT;Informatikk - bachelorstudium;2013;HØST;2014;VÅR;2014;VÅR;751368;D;Bestått
BIT;Informatikk - bachelorstudium;2013;HØST;2014;VÅR;2014;VÅR;751411;C;Bestått
BIT;Informatikk - bachelorstudium;2013;HØST;2014;VÅR;2014;VÅR;751397;C;Bestått
BIT;Informatikk - bachelorstudium;2013;HØST;2014;VÅR;2014;VÅR;746137;D;Bestått
BIT;Informatikk - bachelorstudium;2013;HØST;2014;VÅR;2014;VÅR;751395;D;Bestått
BIT;Informatikk - bachelorstudium;2013;HØST;2014;VÅR;2014;VÅR;751439;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2013;HØST;2014;VÅR;2014;VÅR;751365;C;Bestått
BIT;Informatikk - bachelorstudium;2013;HØST;2014;VÅR;2014;VÅR;751377;;Ikke møtt
BIT;Informatikk - bachelorstudium;2013;HØST;2014;VÅR;2014;VÅR;751392;C;Bestått
BIT;Informatikk - bachelorstudium;2013;HØST;2014;VÅR;2014;VÅR;739129;;Manglende øvinger
BIT;Informatikk - bachelorstudium;2013;HØST;2014;VÅR;2014;VÅR;751438;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2013;HØST;2018;VÅR;2018;VÅR;751340;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2013;HØST;2014;VÅR;2014;VÅR;751431;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2013;HØST;2014;VÅR;2014;VÅR;751359;C;Bestått
BIT;Informatikk - bachelorstudium;2013;HØST;2014;VÅR;2014;VÅR;751358;;Ikke møtt
BIT;Informatikk - bachelorstudium;2013;HØST;2014;VÅR;2014;VÅR;751348;C;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;748083;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;749374;D;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757778;D;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;755546;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757719;C;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757781;C;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2016;VÅR;2016;VÅR;757736;D;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757676;C;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757802;B;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;755405;E;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757757;B;Bestått
