studieprogramkode;studieprogramnavn;arstall_kull;terminkode_kull;arstall_und;terminkode_und;arstall_eks;terminkode_eks;studentnr;karakter;vurdresstatnavn
BIT;Informatikk - bachelorstudium;2011;HØST;2012;VÅR;2012;VÅR;729550;E;Bestått
BIT;Informatikk - bachelorstudium;2012;HØST;2013;VÅR;2013;VÅR;739472;;Ikke møtt
BIT;Informatikk - bachelorstudium;2012;HØST;2013;VÅR;2013;VÅR;694574;;Ikke møtt
BIT;Informatikk - bachelorstudium;2013;HØST;2014;VÅR;2014;VÅR;751395;;Ikke møtt
BIT;Informatikk - bachelorstudium;2013;HØST;2014;VÅR;2014;VÅR;751365;;Ikke møtt
BIT;Informatikk - bachelorstudium;2013;HØST;2014;VÅR;2014;VÅR;751436;E;Bestått
BIT;Informatikk - bachelorstudium;2013;HØST;2015;VÅR;2015;VÅR;751437;D;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;749374;E;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2017;VÅR;2017;VÅR;751435;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;755546;;Ikke møtt
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;755405;;Ikke møtt
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757722;;Trekk under eksamen (Avbrutt eksamen)
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757729;;Ikke møtt
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757744;C;Bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757749;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;755536;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757734;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757770;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;749148;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757699;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757769;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2014;HØST;2015;VÅR;2015;VÅR;757799;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2015;HØST;2008;VÅR;2008;VÅR;698813;F;Ikke bestått
BIT;Informatikk - bachelorstudium;2016;HØST;2017;VÅR;2017;VÅR;746052;D;Bestått
BIT;Informatikk - bachelorstudium;2018;HØST;2019;VÅR;2019;VÅR;757493;E;Bestått
BMAT;Matematiske fag - bachelorstudium;2017;HØST;2018;VÅR;2018;VÅR;759423;D;Bestått
MTDESIG;Industriell design - masterstudium (5-årig);2013;HØST;2015;VÅR;2015;VÅR;723260;F;Ikke bestått
MTDESIG;Industriell design - masterstudium (5-årig);2016;HØST;2019;VÅR;2019;VÅR;758069;;Ikke møtt
MTDT;Datateknologi - masterstudium (5-årig);2011;HØST;2012;VÅR;2012;VÅR;731760;;Ikke møtt
MTDT;Datateknologi - masterstudium (5-årig);2012;HØST;2015;VÅR;2015;VÅR;730629;E;Bestått
MTDT;Datateknologi - masterstudium (5-årig);2014;HØST;2015;VÅR;2015;VÅR;757536;D;Bestått
MTDT;Datateknologi - masterstudium (5-årig);2014;HØST;2015;VÅR;2015;VÅR;757570;B;Bestått
MTDT;Datateknologi - masterstudium (5-årig);2014;HØST;2015;VÅR;2015;VÅR;757560;E;Bestått
MTDT;Datateknologi - masterstudium (5-årig);2014;HØST;2015;VÅR;2015;VÅR;750535;A;Bestått
MTDT;Datateknologi - masterstudium (5-årig);2014;HØST;2015;VÅR;2015;VÅR;755021;;Ikke møtt
MTDT;Datateknologi - masterstudium (5-årig);2014;HØST;2015;VÅR;2015;VÅR;757512;C;Bestått
MTDT;Datateknologi - masterstudium (5-årig);2014;HØST;2014;VÅR;2014;VÅR;750493;F;Ikke bestått
MTDT;Datateknologi - masterstudium (5-årig);2014;HØST;2015;VÅR;2015;VÅR;757547;F;Ikke bestått
MTDT;Datateknologi - masterstudium (5-årig);2014;HØST;2015;VÅR;2015;VÅR;757523;;Ikke møtt
MTDT;Datateknologi - masterstudium (5-årig);2015;HØST;2015;VÅR;2015;VÅR;750552;E;Bestått
MTDT;Datateknologi - masterstudium (5-årig);2015;HØST;2015;VÅR;2015;VÅR;757481;;Ikke møtt
MTDT;Datateknologi - masterstudium (5-årig);2016;HØST;2015;VÅR;2015;VÅR;757558;C;Bestått
MTDT;Datateknologi - masterstudium (5-årig);2017;HØST;2015;VÅR;2015;VÅR;750409;D;Bestått
MTING;Ingeniørvitenskap og IKT - masterstudium (5-årig);2014;HØST;2015;VÅR;2015;VÅR;758703;F;Ikke bestått
MTING;Ingeniørvitenskap og IKT - masterstudium (5-årig);2014;HØST;2015;VÅR;2015;VÅR;758711;C;Bestått
MTING;Ingeniørvitenskap og IKT - masterstudium (5-årig);2014;HØST;2015;VÅR;2015;VÅR;758693;F;Ikke bestått
MTING;Ingeniørvitenskap og IKT - masterstudium (5-årig);2014;HØST;2015;VÅR;2015;VÅR;758688;F;Ikke bestått
MTING;Ingeniørvitenskap og IKT - masterstudium (5-årig);2015;HØST;2015;VÅR;2015;VÅR;758707;;Ikke møtt
MTING;Ingeniørvitenskap og IKT - masterstudium (5-årig);2015;HØST;2015;VÅR;2015;VÅR;758146;E;Bestått
MTIØT;Industriell økonomi og teknologiledelse - masterstudium (5-årig);2012;HØST;2013;VÅR;2013;VÅR;732049;D;Bestått
MTKOM;Kommunikasjonsteknologi - masterstudium (5-årig);2013;HØST;2014;VÅR;2014;VÅR;749741;;Ikke møtt
MTKOM;Kommunikasjonsteknologi - masterstudium (5-årig);2013;HØST;2013;VÅR;2013;VÅR;722910;F;Ikke bestått
MTKOM;Kommunikasjonsteknologi - masterstudium (5-årig);2014;HØST;2014;VÅR;2014;VÅR;732807;;Ikke møtt
MTKOM;Kommunikasjonsteknologi - masterstudium (5-årig);2014;HØST;2015;VÅR;2015;VÅR;758073;F;Ikke bestått
MTKOM;Kommunikasjonsteknologi - masterstudium (5-årig);2014;HØST;2015;VÅR;2015;VÅR;758072;F;Ikke bestått
MTKOM;Kommunikasjonsteknologi - masterstudium (5-årig);2015;HØST;2007;VÅR;2007;VÅR;684527;E;Bestått
MTKOM;Kommunikasjonsteknologi - masterstudium (5-årig);2015;HØST;2012;VÅR;2012;VÅR;731443;;Ikke møtt
MTPROD;Produktutvikling og produksjon - masterstudium (5-årig);2011;HØST;2015;VÅR;2015;VÅR;705730;D;Bestått
